Tweet	Label
hehehe iyaa kak bner dripada sakit hati mnding pindah ke t4 lain kn msih bnyk tuh di bali t4 yg bsa lbih menghargai turis' yg liburan ke bali. karena sekarang jga di bali sepi banget dan hampir semua di phk dan gulung tikar jadi masih ada turis lokal pun syukurnya minta ampun.	Sad
pagi-pagi sedih karena dari tadi ngegambar tapi hasilnya aneh semua wkwkw /tertawa miris/	Sad
dan, ada satu sikap yg buat ambisnya dia itu jd kelihatan toxic.. kalau dia kalah dari temen" yg ranking 10 besar lainnya, dia nangis. aku gatau mngkin mnurut org lain wajar, tp for me ya,engga. mungkin aku kalau jadi dia juga bakal sedih(?) tapi just keep it for myself aja soalnya kadg jengkel juga	Sad
baik bgtt ni orang, tapi suka sedih kalo orang orang lebih mentingin pcnya sih	Sad
heh kenapa nyesek bgt inii pagi2 baca ginian sedih aing	Sad
hari ini aku libur, dan fict maitake sepi. punya masalah apa sih duniaa arghhh	Sad
temenan 5 tahun hasilnya gini, sedih banget	Sad
mesti itu mirip sama wajib ya? ya engga juga sih kalo dibilang mesti. kalo emang mesti mereka yang maaf (gabisa punya keturunan) gimana? senua tergantung niat awal menikah. niatin aja buat ibadah, kalo diniatin nya mau punya anak, nanti pasti kecewa klo ga dikasih, jadi ya was" ja	Sad
unexpected ending, sedih banget pas adegan kena tembak didepan ceweknya lagi --"	Sad
aku biarkan hujan mengurai rindu, agar tak pekat salahku, mencampur rindu dengan sepi hingga, terkecaplah pahit yang nelangsa	Sad
sedih karena dibilang tolol sama ayank.	Sad
sedih bgt:(	Sad
sedih bgt pagi pagi liat saldo ada 26 rebu	Sad
bukan lockey tapi ikutan sedih liat denise keluar dari sn dan ga perpanjang kontrak sama agensi terus ngasih ini buat fansnya :(	Sad
gue kangen bgt anjir btw gimana ya caranya biar aktif di sini soalnya sepi anjir	Sad
sedih mulu :(	Sad
kagaa kyknya, sedih banget	Sad
sedih budush bila ade orang mengingatkan mu mende hok lepas. sakit sia	Sad
ajhshs sedih bgt sampe nangis	Sad
jalani isoman karena covid-19, enno lerian sedih tak bisa peluk anak	Sad
sedih sebenarnya	Sad
sedih bgt ya..	Sad
banyak yg kecewa sama desainnya ayangto karena beda banget sama fanart2 yg ada¦	Sad
sedih banget anna:((	Sad
sedih, melas, tur kecewa sama diri sendiri. ngedumel wae nanging raono perubahan e. kudu pie nek wes ngene??	Sad
sedih tau gk ada yank sayank	Sad
yaa nangis gue. takut banget. sepi banget. kayak, yaudah emang cuma ada lo dan diri lo aja. mau ngarepin siape.	Sad
sedih tapi juga lega. akhirnya ada kejelasan walaupun bukan announcement langsung dari agency. good luck mm we always support you no matter what happens	Sad
ayoo lifeb sepi bgt minggu ku ga ada tayangan snowdrop lagi:(	Sad
donut sepi bgt udh 2minggu ini tp keganti sama proyekan suami yg ada trs,gk motor ya mobil..semoga selalu dicukupinn dan hati ini trs bersyukur kecil ataupun gede	Sad
sedih ya nggaloi weton:)	Sad
berani kok, kalo gw lg stress+banyak masalah mesti rewatch, biar ngrasain jg sedih dan capenya mereka, ga cuma gw doang yg menderita wkwk	Sad
inituh yg ad member dari indo nya gak sihh sedih bgt	Sad
lagi sedih, meong ku meninggal :(	Sad
tangis	Sad
yah sedih	Sad
sedih bgt obralan gini??	Sad
"kukira kau rumah" , judulnya aja sudah sedih banget woilaahh.	Sad
aku dah terbayang anak aku. sedih tengok ryan	Sad
pagi pagi sedih	Sad
hari ini aku lagi sedih krn makanan tumph	Sad
sedih bgt dilupakan	Sad
rasa tetawa lwn sedih ih meingat sisa libur sehari aja lagi sampai tanggal 20	Sad
tapi masih sepi basenya belum ada lagi *mainin pasir kucing*	Sad
untuk comeback kemaren dan adanya hiatus. hiatus untuk mempersiapkan hati lockey biar tidak luka, iya tidak ada luka tapi sakitnya tetap ada. thanks buat member yang lain telah melewati ini, pasti mereka sedih dan sakit juga. udah sampi di sini aja, aku mau lanjut nangis	Sad
kecewa bener bang	Sad
hari ulang tahun bukannya bahagia malah sedih dari sekian banyak temen yang ngucapin cuman 1	Sad
ya gimana ya gw sebenernya suka ngerasa bersalah kalo dia galau, sedih, ovt dan sebagainya kalo gw tinggal karaokean terus. tapi mau gimana lagi itu kan emang hobi gw	Sad
sedih aa. tahan ngantuk kot	Sad
aku sangat sedih karena membayangkan nasib anak cucu kita kelak mengalami kesengsaraan yang amat karena kekayaan alamnya habis sementara dampak bekas kerusakan eko system harus diperbaiki plus hutang yang melangit	Sad
udah ikhlas kok, tapi masih sedih aja kalau di inget inget lagi	Sad
belum sih, mau zoom dulu ((sedih karena sabtu nggak libur))	Sad
yg bikin makin sedih tu denise msh ngetik for my lockeys and member, w udh berenti nangis malah makin nangis	Sad
sedih ya	Sad
sedih	Sad
stelah kemaren ditinggal snowdrop, trus minggu sekarang ditinggal bulgasal, minggu depan keknya bakal sepi bgt gak akan ada yg nemenin malam mingguan lg	Sad
sedih bgt serebu aja kaga ada	Sad
aku juga kecewa gabisa ucapin yang pertama.	Sad
sepi banget tumben	Sad
kecewa lagi	Sad
br tengok ni je dah sedih.	Sad
gw kayak orgil ngulang2in child sampe nangis apaansi:( gue sedih bgt liriknya anjengg	Sad
ga ngestan sn tapi bias gue dia.. sedih banget asli	Sad
emotionally unstable dengerin dmnya fromis9 aja bisa nanges sampe jam 2 pagi, padahal bukan lagu sedih	Sad
kecewa	Sad
akuu ini lagi dengerin ost nya snowdrop yg judulnya friend sama wishes sedih banget sekarang tuh 7 harian nya sooho gak si	Sad
semalam hbs nonton dew. dew ini remake bungee jumping of their own korea. aku udah nonton yg ver korea dan memutuskan nonton yg versi thai krn katanya lebih sedih dan jg krn yg main ohm pawat. dan beneran emang sedih sih, aku lebih suka yg versi thai dri pd yg versi koreanya.	Sad
aku sedih nder:(	Sad
sedih lihat timeline orang ini, kayak bukan orang sumbar.	Sad
kdang sedih ga direspon tpi gppa	Sad
sedih:(	Sad
udah di share ke base blm fan? sedih bgt liatnyaa	Sad
kebawa mimpinya aku sedih sm cewenya, aku pen liat dia bahagia	Sad
madam "sedih" katanya	Sad
jualan sepi banget	Sad
mana sepi lagi	Sad
tp dimimpi aku akrab sama temen lama aku yg udh gasaling nyapa udh 3th yg dia mutusin gatemenan sama aku. ihh sedih bgt tp ngerasa bahagia bisa seakrab dulu meski di mimpi:((	Sad
apaansih ko jd sedih	Sad
seru, plot twist banget ceritanya trs ada semua di situ romance nya, trs thriller nya, sedih sedih nya juga walaupun emang agak bikin pusing setelah nonton. aku nontonnya pas on going jadi bikin pusing nunggu next episode	Sad
dear you, kalo km baca ini. i just wanna u know. maaf harus berhadapan sama aku yang mentalnya ga stabil. gabisa kontrol perasaan, self harm, sering ngeluh dll but really, seakan km gatau apa-apa aja yang udah aku laluin. sedih, tp aku tau mungkin km lg kesel aja	Sad
di tempatku gerimis, kalau di pipimu tangis.	Sad
sedih ajh	Sad
ga pernah mimpi ttg treasure, sedih banget. harus gimana biar mimpi ttg trejo?	Sad
aku bodoamat krna emg gamau lama2 diacara. tp kok ttep kayak sedih aja ya. aku bs makeup sndiri. pake bju yg ok jg bs kok. tp rsanya kayak "beda" sendiri itu agak sedih hehe	Sad
jgn gt nmbh sedih nie	Sad
dgrin child smbl inget dl nntonin mrka jmn rookies agk sedih gt, dh pd gede smua gaada yg kepala 1 lg pdhl dl ga trlalu suka mrk krn liatnya kek msh bocah gt pdhl jg gedean mrka:v	Sad
sedih bacanya	Sad
cintai bahagia karena dia membuatmu ceria, tapi cintai juga sedih karena dia membuatmu dewasa	Sad
sebagai tim bubur dgn topping kacang kedele yg banyak saya kecewa dgn pendapat anda	Sad
berbisik mengingatkan. tentang sepotong kecewa yang tak kunjung usai. di balut dengan luka yang tak kunjung di obati. luka, luka, luka dan ditutup lagi dengan luka. sedikit terselip rasa bersalah, menolak untuk mengakui.	Sad
sedih ya bu melihat negeri yg indah elok permai ini dirusak oleh bang*at" bangsa yg memangku jabatan yg kata berkuasa atas sgalanya	Sad
ga gmn gmnsedikit sedih dan stres(	Sad
sedih banget kalo support system gue adalah seorang nicholas. kalo gue sedih atau lagi sakit gitu masa mau nangis meraung-raung sambil manggil nichol kan ga mungkin mau ke jepang gara-gara pengen ditenangin nichol	Sad
sedih bestie habis mandi ga disuruh pakai baju sama	Sad
udah buka mungkin abis imlek mau order roti srikaya dulu buat ngopi. sisa yg pandan aja jadi sedih yg lain sold.	Sad
acheol.. aku ikutan sedih :(( cepet sembuh ya	Sad
tapi sedih sama captionnya, love my tannie	Sad
mirip kucingku, semalam dia ketabrak motor trus mati, ya allah sedih bgt	Sad
lagunyaa monyet sedih bgt	Sad
sedih yang bisa disuruh masak indomie berkurang satu	Sad
meng sedih wkwk	Sad
aku bisa tersenyum walaupun didalam hati ini, masih tersimpan rasa kecewa	Sad
sekuat-kuatnya orang yg selalu riang, tertawa dan bahagia setiap harinya, kalau udah sendiri kadang suka sedih dan netesin air mata. :')	Sad
awalnya saling sapa, ujungnya saling suka. awalnya saling mesra, ujungnya kecewa juga.	Sad
gak bisa dah, dari semalem dah sedih bgt e, gak sampe nangis wong masih ada 6 memb lain, lockey semangat ya mesti bisa og	Sad
ini seru bgt emang!! oiya nder coba nonton my annoying brother juga deh sedih parahh	Sad
hmch twitter w sgt sepi sadly	Sad
dan akhirnya kita berdamai. sadar tidak bisa bersama dan tidak bisa mengulang kejadian yang sama pada waktu itu. sedih si sebenarnya, tapi kalo ga gitu nanti guanya yg ancur lagi heheh	Sad
asli gue sedih bgt tai	Sad
semangat.. jangan nangis eiya air mata lu lebih berharga dari apa ye gue juga gatau :( tapi gue juga sedih si mana gak bisa ngedadahin :(	Sad
terkadang aku bisa marah, bingung, sedih dan ceria tak kenal hari dan waktu. aku sadar itu dan aku menyesuaikan. mungkin yang paling sering terlihat ketika aku berada di kerumunan banyak orang adalah warna-warni (ceria). tapi sebenarnya aku memupuk warna hitam, putih dan abu.	Sad
sedih karena belum dapat kabar dari ayang	Sad
belum nonton aja dah sedih.. sedih ga bisa baca judulnya kampret	Sad
sedih banget muka nya	Sad
tl nya sepi :(	Sad
mimpi ku malem ini sedih tapi gaje. sedih karna bestie aku meninggal, gaje karna guru mtk aku jadi tni au sekaligus dosen	Sad
asli kusut.. hahahaa	Sad
kalau lingkungannya ga sehat pindah rumah oke bgt, tpi kadang sedih buat ninggalin rumah lama, karena kan kenangannya banyak	Sad
reyna tuh segala pengen beliin martabak buat emak sama s jesi kan jadinya mas al sedih. terus nanti pasti nino dower bakalan bilang k mb andin . kasian banget kamu mas al	Sad
semalem dah keburu tidur, pagi² nangis bgt kagett, denise udh ngonfirm dia keluar demi apapun sedih bgt aa. tapi semoga jalan pilihan denise baik bagi diaa dan dia bahagia, sukses teruss denisee. tapi aslii kenangan gua ngestan sn jaman ada denise keinget terus jadi kangen...	Sad
lgi berada di fase pengen nangis tpi gk tau kenapa.. bawaanya sedih aja pdhal gk ada yg menyedihkan..	Sad
diaku ngga bgt jerawat makin meradang sampe sekarang on off mulu sedih bgt aku:)	Sad
gue ngga sakit atau sedih gara" foto itu sih,gue percaya sama bw siapa pun kapal mereka di series mereka bakalan always together, cuma gue sedih gara" komen yg ngedrag w, sama ngebandingin momen bw sama kapal sebelah, yg jelas" bedahnya tuh jau banget dan ngga sama	Sad
agak sedih tp gaoaoa, semoga tahun depan bisa ngehype birthday jisung lagii	Sad
sedih si soalnya w mau maraton manifest ama bulgasal tp gjdd truss	Sad
saya kecewa dengan keputusan tsb	Sad
rindumu sajak sentuhan. kalimatku pernah pucat pula. sama halnya dengan keriput lengan ibunda; mengelus hangat, sepi kulitku.	Sad
dua tiga lari pagi lama-lama gakuat beibih mas crush pergi aku sedih	Sad
smnga cpt selesai yah,, sedih lihatnya mrka ptus tpi masih slng syg g' tega jdinya ikut sedih	Sad
sedih kudu ppg dulu	Sad
ya allah farr turut berduka hhuhupdhl tiap lo ngepost selalu mbatin ni kcg fara lucuk bgtknp skrg udah pergigapapaa faar, meng nya udah tenang disanaa.. jangan sedih2 yaa, nanti meng nya ikut sedih:((	Sad
masih sepi.bikin dingin kesepian eakkk	Sad
buat kamu fans emyu tetap sedih dan jangan semangat ya, aing sering kok ngalamin kek gini di football manager wkwk	Sad
sedih bestie habis makan ga disuruh minum sama moots	Sad
yahh, sumpah sedih banget lohh, walopun zi bukan fans nya, tapi sedih lohh, mimpi buruk fandom tuh kaya gitu :((	Sad
pernah nonton filmnya bener2 sepi sih tpi boom! nangissss bgtttt	Sad
masih sedih soalnya akun sebelah udah dfb convomf convomfs moviemenfess beame	Sad
sedih ditinggal pendidikan	Sad
aku meriang jadi ga nonton juga, sedih:(	Sad
pagi bang jon bukan nie? kangen ama ocehan bang jon,, sepi banget dah tl cuma mimin aja yg keliatan	Sad
minggumu terasa sepi tanpa musik ini	Sad
sedih bgt sih ngemis2 sm org huft	Sad
iya kan sedih..	Sad
makin sedih	Sad
demi allah.. yang kena siapa, yang nangis siapa.. gua jadi peran badguy banget klo begini pdhl gua yg dibikin sedih	Sad
denise ih gila gua sedih banget denise langsung deg jantung gua	Sad
dimana-mana kamu dimana gatau dimana sedih gaada dimana-mana	Sad
sedih yang perform cuma 6 member doang gegara jiyoon lagi kurang sehat gws jiyoon	Sad
pagi ini sedih sekali	Sad
pagi ini terbangun dengan perasaan campur aduk, ya emosi, ya sedih. bingung mau ngapain, rasanya tuh lama banget waktu berputar. makin gk betah di rumah.	Sad
ini denise ya? sedih vine ent. ngelepas anak se-multitalenta ini, tapi ya gimana lagi sepertinya ini jalan terbaiknya..	Sad
page 36/365 seharusnya jujur dari awal si kalo emang sebenernya gak pernah tulus, jangan terpaut karna kasihan datangnya. yang ikhlas ya jangan buat orang yang mengharapkan mu kecewa	Sad
lagi di fase sedih bgt gapunya siapa buat cerita	Sad
ya ampunnnnnn aku ikutan sedih	Sad
ini beneran denise out dari secret number? sedih banget bacanya	Sad
temen gue yang lockey udah bilang gini sebelumnya, kalau sampai cb group dia ga ikut, ada kemungkinan bias gue nggak akan lanjut lagi disana, yaallah sedih:(	Sad
ihh sedih bgtt	Sad
astungkaraa , oh grgr ini sedih	Sad
hidup gue sepi amat ye.	Sad
gue uda bersahabat lama sama sepi sebelum lo ada,tapi sekarang sunyi yang atas apa apa tanpa lo gue belum mengakrabinya lagi.	Sad
lama lama gw sedih beneran njir liat emyu:(	Sad
sedih tengok orang argue pasal islamic financing menindas. dia sama ja, ada la beberapa manfaat untuk orang islam. tapi basically sama ja, cuma ditukar ke term² arabic sikit. total pembayaran balik sama/hampir sama ja dengan konvensional punya. benda cari makan..	Sad
15. penonton kecewa	Sad
pagi pagi langsung dapat berita sedih	Sad
sejak membaca kalimatku ter-share, sungguh perasaan takut yang menghantui di saat keluar malam hari lewati jalanan sepi sunyi dapat memudar. saya membawa ponselku, memotret, nge-tweet lagi di area terang lampu, sesudahnya dapat pulang, berharap selalu aman tak apess.	Sad
gak sedih sm sekali tp kyk gak ikhlas ngerti gak seh	Sad
sedih betul	Sad
huhu iya sedih, agak ga rela	Sad
sedih wkwkwwk	Sad
sy kmrn kecewa dukung ps di tps kini..semua sudah terbuka jati diri yg sebenarnya.	Sad
1 kata aj sih, 'kecewa'	Sad
ya allah ya balik atuh, sepi gada kakak	Sad
kayak sedih aja gitu kalo weekend dipake buat kegiatan kantor. ini kapan gue bisa istirahatnya????	Sad
ayoo, yang lain juga boleh new acc ni masi sepi :(	Sad
aku sedih eh tapi kok kamu udah bangun	Sad
kemarin malam, istri sopirku yg terserang stroke itu meninggal dunia.. innalillahi wa innailayhi rojiun. allahummaghfirlahaa warhamhaa wa™aafihaa wa™fu™anhaa, waakrim nuzulahaa wawasi™madkholahaa.. aku sedih banget dan marah banget pada masalah yg memicu dia terserang stroke.	Sad
ikutan sedih bacanya, keputusan berat tapi aku yakin denise pasti udah pertimbangan hal ini. yang terbaik untuk denise, semangat juga lockeys.	Sad
gatauu lg sedih kalo liat foto2 cogan	Sad
lockey tetap semangat yaa gua baru buka twitter udh dibikin sedih, karna gua yakin sekarang lockey gak baik aja please jangan terpengaruh dengan hal negatif yg bikin kalian jadi semakin sedih, intinya keep sopport secret number dan denise apapun yg terjadi	Sad
sedih mulu	Sad
seneng akhirnya jenjang karir yg dimau abangku udah kecapai, tapi sedih juga harus jauh jauhan lagi. nanti kalo nelfon pasti sombong deh, : menejer ni menejer, jangan macem macem emang rada tai si, tapi gapapa uang jajanku nambah (bismillah)	Sad
sedih bgt denger kabar denise, biasku di sc dia. suaranya cakep bgt ampun:(( tpi gpp apapun yang terbaik buat dia, wish i can hear your voice again:(	Sad
sedih bgt denise leave	Sad
ini ga ada niatan digaji gt ya? sedih amat isip	Sad
morning bang,disini lagi sedih bang liat anakku nangis terus karena kucing kesayanganya ketabrak mobil..	Sad
bukan lockey tapi sedih bgt denise hengkang dari secret number. menurut gue denise dan monday vocal terbaik di gen4 sih (menurut gue ya jgn salty) ditambah lagi mereka dari company kecil	Sad
sedih dijual semua	Sad
terus ngapain dipacarin kalo ga bisa kasih kepastian entar kalo ditinggal nikah sedih + nyesel	Sad
pengen dirumaah aja ka, lagi sedih kucing aku barusan banget meninggal	Sad
sedih banget dengernya.	Sad
aku bukan siapa siapa nya tapi kok ikutan sedih ya :)	Sad
7. pas cheongsan peluk onjo demi allah gw sampe teriak "jangan pergi ahelah" terus nangis 8. pas namra mau gigit onjo tp gajadi tu kan namra teriak frustasi bgt sampe merinding gw karena gatau ya sedih gt 9. pas anak2 nyamperin namra di rooftop gw nangis	Sad
hari hari sedih terus	Sad
sedih jisoo belum lirik dm aku	Sad
aku sudah dewasa, aku sudah kecewa	Sad
sibuk banget sama kuliah, apalagi udah praktikum offline, jadi bolak balik lab tiap hari, terus balik kost suka capek, jd ga sempet buka twt :( sedih	Sad
sedih nderr	Sad
min mending pc nya dibanyakin deh supaya kejadian yg merugikan ga terjadi lg. kontrak dgn dreamies nya setahun kan? nah banyakin pc nct dream nya selama setahun ini. supaya kita2 kebagian semua. sedih sih ga dpt2 photocardnya	Sad
sedih woy tolong	Sad
orang kalo terlalu sering kecewa ngebatin nya pasti udah di level "ya gimana ya, mau gimana lagi" ampe pasrah gitu	Sad
angin malam terus menyapa, mencengkam rasa sepi ini tersenyum diri ini dibuatnya teringat manik indah dirinya saat menatap dengan senyum.	Sad
sedih aing	Sad
sedih banget.	Sad
temen gue lockeys, baca ini ikutan sedih bgt :(	Sad
read this before dengar lagu mark, so bila dengar tadi teringat tweet ni. sedih do senanya lagu ni	Sad
loh udah berakhir kontraknya ?? sedih bgtt	Sad
langit tau banyak yg lagi sedih makanya turun	Sad
jangan lupa join pin ku yaa masih sepi huhu thank u, semoga cepet bigwin yaa	Sad
ah sedih	Sad
musiknya sedih	Sad
cuman kayak sedih ajaa. i really hope i could change the destiny.. tapi ya mana bisa.. gue gapunya kekuatan apa apa buat ngubah takdir.	Sad
sedih tapi apapun hubungannya at the end of the day bakala tetep jadi stranger gak sih?	Sad
ih sedih bayanginnya, gimanapun suatu hari semuanya pasti mencapai akhir kan ya :(	Sad
sepi	Sad
aku jg sedih	Sad
lebih baik melihat dia marah dari pada melihat dia sedih.	Sad
sedih bngett liat xiaojun minta maaf krena wayv blm bisa cb	Sad
aya sedih	Sad
kecewa min	Sad
baru bangun tidur woyy elah sedih bgt denise left padahal masih positif thinking dia bakalan cb ot7 mana vine gk ada pengumuman resmi lg emg agenshit	Sad
sedih banget ancur jjur sakit beet.. klw ada apa2 jgn ngomong sm mamak gue sn ngomong sm aku	Sad
enggak kok,emang sedih kalo bener ener ngerasain diposisi pram or niskalanya	Sad
buset sedih tp wkwk	Sad
ya allah, ampe ngga ekskul grgr ngga dibangunin.. sedih	Sad
gw yakin kedepannya lockey sedih kalo liat gambar ini	Sad
gua sedih bgt	Sad
kasihan dan ikut sedih. cari aman tanpa foto,tanpa upload dan lainnya. kalo ga jangan di dunia homo.	Sad
sedih karna mati ditinggal ayang	Sad
gua sedih bgt liat foto2 cogan	Sad
noo eter niat mau nyari kembarannya malah sedih bgt	Sad
tersesat dalam tangis menginginkan kehadiranmu, tapi kau tak kunjung hadir bahkan hanya untuk sekedar mengabari. sadar dan damai dalam jalan yang lurus, tapi merasa tak berarti karena hadirmu benar-benar sudah tak disini. bagaimana bisa aku melihat sosokmu dalam diri orang lain?	Sad
buka twt sekarang rasanya ky sepi banget	Sad
pjj lagi pjj lagi. sedih ga ketemu ayang	Sad
di udahin segitu aja sepi ya, kalo dilanjutin bingung juga	Sad
udah tau bikin sedih, masih aja dibaca terus	Sad
ngga terlalu kecewa ya tapi tetap gk senang	Sad
ya siapa yang ga sedih anjerr, mo ngomongnya juga gimana. nanti perasaan orang yang tersinggung	Sad
job sepi banget	Sad
iya ini mah gpp kak menunda dlu karna ada alasan tertentu stdkny kdpn jg bakal pgn pnya. beda cerita klo yg bnran menolak rezeki alias kehadiran anak itu yg jd topik diskusi. sedih si tp ya itu hak mereka scr agama jelas tdk diperbolehkan.	Sad
heran gue masi pagi udh nyinyir aja yaampun gimana gue ga suka sedih yaa.. even kesibukan gue aja lo ga brusaha cari tau gitu malah begituu	Sad
sedih dari segitu banyak yang lihat tweet ku gak ada yang mau bantu, hanya beberapa orang yang sudah bantu aku bisa dihitung. terima kasih semoga allah ganti lebih banyak	Sad
i ain't lockey but i feel bad for that. buat para lockey jangan sedih terus yaa! i wish all the best for denise, secret number, and lockey. semangat terus lockey buat dukung denise sn!!	Sad
ya kan, sedih amat	Sad
bangst gue 'enjoy' bersedih-sedih. karena gue suka menahan diri untuk gak bersedih atau nangis. stress relief ku adalah kisah angst	Sad
sabar cuma agak sedih	Sad
kalo pusing sama sedih pasti jadi kangen rumah	Sad
sedih amat dh	Sad
versi selesai anjir sedih bgt	Sad
butuh waktu yang lama untuk kembali percaya, dan berdamai dengan rasa kecewa.	Sad
gue tim raydu, tapi liat ini sedih bgt fak	Sad
enaknya nino kita apa in ya mak bisa bisa nya bikin anak mamak sedih.. nanti klo sedih ga bisa live igeh lagi..	Sad
gw nggak tau kenapa bisa ikut bahagia ketika kamu sedang bahagia, dibilang kontak batin takutnya gw salah.. gw udah terlalu sering menganggap semuanya pure dari kontak batin, tapi terkadang hal tersebut yang bikin gw kecewa dan gw nggak mau mengulanginya. dibilang care, iya bgt..	Sad
lagu sedih di campur perasaan beuhh makinn	Sad
sedih bgt waktu salaman sama kucing	Sad
sedih la dia takde kawan	Sad
fess ini es krim enak bangett tpi kok skrg susah ya carinya, sender sedih ni	Sad
sedih gua jadi ga depat anjirr	Sad
pasar lagi sepi :(	Sad
halah paling juga gugur lawan psg. kecewa sama taktiknya	Sad
aku gak bisa makan apa² nder sedih	Sad
astaga sedih bgt.. denise tuh fav bgt dah suaranya	Sad
gue sering ada di posisi sedih jadi waanjai. satu sisi, mewgulf itu sumber kebahagiaan buat gue, dan mereka itu candu. tapi sisi lain, gue tau kalau ini tuh salah. tiap malem overthinking, do i've to leave them? tapi gimana caranya gue pergi dari sumber kebahagiaan gue?	Sad
aaa jangan sedih sedih nunaa	Sad
habis liat berita denise, sedih amat dah. padahal vocalnya paling bagus di sn	Sad
ini teel emang sepi apa gimana? kesepian	Sad
wml rules done. akunku ika_ruyanah semogaa jaehwan sama baejin sembuh, sedih liatnyaa	Sad
judul temlenmu bikin ngakak abis mbah sehingga ..perjalanan inipun seperti jadi saksi. gembala kecil menangis sedih..	Sad
lemes maszehh namanya juga emyu kadang bikin bahagia kadang juga kecewa bukan begitu	Sad
naeun menyukai lagu sedih, dan setiap ia mendengarkan lagu, lagu itu gambaran suasana hatinya	Sad
kayaknya tim baby yg kecewa	Sad
sempet sedih juga pas denger tahun kmrn kq minus dikit pendapatannya (kayanya grgr kingdom juga sih ini) semoga tahun ini bisa berlipatlipat gandaa	Sad
i rasa sedih kalau bf i pegi kerja pepagi haha. dia mcm bff pergi. sbb dia busy sgt kerja	Sad
lagu merasa indah kenapa sedih ya	Sad
yah kecewa, harusnya out bareng cr7 kmaren. hadeh	Sad
sedih aku masih sakit padahal semalem udah minum obat	Sad
sedih kulkasku cuma isi bunga es sama sayur....	Sad
paket aku ko belum dikirim juga ya padahal udah dari dua hari lalu mesennya, meni sedih ih asa lilaa:(	Sad
sedih melihat kenyataan dilapangan banyak rekan pensiun pakai aturan uu ciptaker inskontitusional uang pesangon yang minim	Sad
tapi pas liat liriknya gw jadi merasa apakah ini yg dirasakan mark sesungguhnya, gw sedih dan merasa jahat,sebegitu depress nya seorang idol sampai kehilangan masa child nya,demi karya yang kadang juga masih di hujat	Sad
ih knapa queen aunty jd sedih	Sad
kenapa ya kalo tengah malam tu suka sedih sendiri berlarut-larut trus semuanya kaya berkelebat di kepala mulai masa lalu, masa sekarang, masa depan tuh whyy	Sad
sendiri dan sepi, aku ingin berlari menelusuri mimpi yang tak kunjung menepi	Sad
warded lagi ke? muka sedih je.	Sad
hal yg membuat anda kecewa? me:	Sad
ah denise nyanyi yeposo gue jadi double sedih. sedih karena denise, sedih karena jae. hdh	Sad
mvs udah nonton kesekian kali dan masih tetep mewek:( recommended buat yg lagi mau nonton yg sedih-sedih!!	Sad
:")) kesel dan sedih alias kecewa bro :( yg tdnya semangat wts jd agak loyo	Sad
kak laraa cepet sembuh yallah sedih bgt, istirahat banyak-banyak	Sad
:((((( apa w harus mute p word ya. sedih lg hemat tp penven jajan	Sad
sedih aku lagi berantem mereka saling cemburu akhirnya win ngembek	Sad
yah kecewa	Sad
pantes yh waktu hari kamis wajah ell tuh kek lemas trs matanya berkaca kaca w kira lagi sedih, tp w kalau sakit suka gitu juga sih, nangis pengen sembuh hiks	Sad
gara gara fanart yg itu gue kalau liat thomaya jadi sedih mikirin yoimiya	Sad
penonton kecewa	Sad
pengen nonton ku kira kau rumah tapi nanti aku sedih masa sendirian anjir,ini kawan di ajak ga ada yang mau lagi	Sad
ketika senang ia datang lagi. ketika sedih ia tak pernah pergi. perkenalkan, dia ibuku..bidadariku. :')	Sad
:( sedih banget plss¦ get well soon, dayeon!	Sad
ape la mama ni. sory sayang. mama tak jaga dhyan dengan betul. mama leka. sory sayang. cepat sembuh lah dhyan. walaupun awak demam pn macam tak demam. tapi bila malam nampak awak mcm tu, sedih mama.	Sad
sumpah sedih banget denise	Sad
gue ga ngestan sn tapi ini sedih banget ya allah	Sad
iya sedih bgt padahal udh nungguin dia comeback lagi sama sn	Sad
sedih foto sopinya diapus	Sad
sedih banget gila denise	Sad
ada yg salah besar di klub kalo tiap musim tidak mampu jadi penantang gelar di tiap kompetisi. kecewa stlh kecewa krn klub ini skrg klub pnh drama, bkn soal prestasi lagi. musim ini, semua kejadian ga enak terjadi di kandang. jadi bhn olok2 bhkn utk pihak yg ga bhs bola	Sad
kok sedih bgt	Sad
kd sedih si cuma pusing ja pang	Sad
gak ngerti harus ngapain, sedih aja gitu.	Sad
ora sedih yo.. kyk e we barang wingi upload nif.. wkwkwk	Sad
kenapa maknae suka kek gini sih?! kek semua hyungnya sedih mewek, kebanyakan maknae tetep . padahal asilnya kan juga sedih, tapi kaya gak bisa nangis didepan kamera. terutama maknae big hit sih. tubatu kalian pasti sukses, pasti aku yakin.	Sad
hal paling sedih itu di saat gue ga tau mau ngeluh sama siapa	Sad
hanya dirimu yang bisa membuatku tenang, tanpa dirimu aku merasa hilang dan sepi, dan sepi.	Sad
omg lagu tu!! dulu dengar sebab taktahu apa relation nya tapi dah besar baru tahu. sedih gila mv tu	Sad
foundation nya shiseido yg syncroskin, mau aku kasi buat hadiah ultahnya ibu itu katanya bagus, tapi harganya 550k~700k buat 50ml, aku sedih :")	Sad
sedih njirr , pagi pagi dapet kabar gini thanks denise sudah menjadi bagian dari secret number dan lockeys dimana pun kamu akan selalu menjadi fans dihati lockeys	Sad
