Tweet	Label
gue jengkel banget pls ini sama seperti ultah gue kemarin! tante taunya gue suka korea, emak gue juga tau tuh. akhirnya tante nanya 'lia suka apa?' krn emak gue bingung antara nct dan bts, dijawab lah bts jadilah tuh kue kuning terang (butter) datang kerumah	Love
akhirnya bisa ngeliat bapak anak ini satu projects lagi,, suka banget gulf kanawut	Love
papi yiyan sukanya overwork sampe mampus, terus suka ngeyeel banget, papi suka yang manis manis gitu :d apalagi ya	Love
halo cantik, temenan kita udah lumayan lama dan gatau kenapa gemi nyaman sama leci. soalnya leci lucu, manis, suka bikin salting dan suka ngambek lucu wkwk	Love
kalo bapak dulu waktu sekeluarga masih ngerantau, tau banget kalo gw suka pisang ambon. setiap pulang kerja gapernah lupa pasti bawain pisang ambon buat stok bbrp hari, kalo abisan dibeliin lagi. seneng bgt kalo liat gw makan pisang lahap:') sayang bapak	Love
pap poca yang kamu suka banget dong sampe kapapun bakal tetep suka sama poca ituu	Love
cewe emg suka ngeliat cowo ganteng, tp di hatinya ttp cuma km yg dia sayang.	Love
album sih soalnya suka banget sama deg" annya pas unboxing dan aku tipe anak yang koleksi album	Love
suka banget tempat dingin ya kaan ini keren sangat lohh tempatnya ehh my ex-now best friend salah satu suhu coal, dll.. uhukk masih terpampang nyata namanya sih sombong boleh ya? hahaha malesin	Love
aku pake charming wanginya tahan lama bahkan klo kringetan, wanginya tambah nempel di baju. klo freshy wanginya bunga banget, aku gk begitu suka bunga jd charming worth to try buat aku	Love
saya suka banget perkongsian-perkongsian daripada kai. teruskan perkongsiannya ya. saya dari malaysia. harapnya saya berpeluang naik keretapi indonesia satu hari nanti.	Love
sate aja, anna kan suka banget makan sate	Love
suka banget warnanya	Love
dari awal gw termasuk yang menikmati karyanya gofar, walaupun memang bahasanya vulgar dan sebagainya tapi bukankah itu pilihan ? kalau kalian gak suka yaudah, gak perlu nikmati karyanya.. lagian modelan gofar banyak banget kok luaran sana.. love gofar	Love
tapi full effort banget buatnya tapi aku suka membuanh waktu juga buat hal gituan	Love
iya suka banget	Love
iya, mau kelarin! suka banget sama adaptasinya karena kebetulan director fav gue wes anderson, tapi belum sempet. pake kotep gitu emang nanti rapih? haha semangat. bener juga makasih idenya! kamu biasanya journaling tentang apa?	Love
awalnya gua balas story junior berkedok senpai gua kan terus gua tanya bilang bagus gak dia bilang bagus banget dan sekarang gua malah betul2 suka sama nih anime huwaa ngakak terus	Love
hello, good morning dear. ciia avail sari hari ini dan seterusnya juga provide untuk pda dan gxg rls sedikit tentang ciia, aku anaknya talkative convobuild, random bubbly person suka share tmi dan bucin banget kindly check my carrd if you -c-	Love
kalian ada gak sih selca/ foto doyoung yang pertama kali liat terus suka banget jadi sering diliatin walau selca/ fotonya udah lama	Love
rindu ama doi :)	Love
sedikit cerita hehe jdi gni, gue pernah d tembak nihh dan gila dia bawa temen2 nya juga dong trs dia niat juga bawain gue coklatt, coklatnya banyak banget lgi karna dia tau kalo gue suka coklat	Love
jeanne pas rambut panjang cantik banget dah gue kira emaknya jeanne wkwk sayang jeanne	Love
almarhumah ibuku suka banget nolong orang-orang sampe sekarang tiap aku ketemu salah satu dari mereka aku selalu didoain yang baik-baik	Love
lala moli banget suka tidur telentang gt	Love
selalu merasa kalo love me harder itu lagu yg org2 bakal suka. ibaratnya kalo jatuh cinta tuh ya pas pandangan pertama. di detik awal lagu udah dibikin . ga salah kalo hyunggu bilang pas produksi album equal, yon seolah2 nunjukkin kalo dia mau buat sesuatu yang "amazing"	Love
terus yg paling aku suka chapter yg best friend to lovers troops!! sumpah itu gemesin banget, gimana ada anotasi mcnya huhu. rekomen pol ini buku!!	Love
keren!! temenmu pasti suka banget	Love
grey sama what am i suka banget	Love
sy suka banget ini polos banget mereka asksk	Love
suka banget sama layoutnya, thank you ya	Love
lagi suka banget lagu 127 yg the rainy night	Love
bandung aku baca sekali, ampe sekarang belom berani reread lagi ih sama suka banget kalo ff ff nya ka shita, selalu ada jalan keluarnya dan happy ending gitu walaupun proses nya rollercoaster banget kalo punya ka rai aku cuman baca au chio ibel, yang ff di wp belom pernah baca	Love
beri aku 1 cwo suka kpop, wibu, anak it akan ku sayang sepenuh hati	Love
3. parfum junkyu from !! aa waktu itu liat teel banyak yang suka dan beli parfum ini, jadi kepo kann tapi ternyata saldo spay ga cukup eh ada orang baik yang mau co-in parfumnya aa seneng. wanginya enak banget plis	Love
jatuh cinta karna suka jatuh cinta karna kasih sayangmu	Love
gue masi suka banget sama foto yg buat ultah minhyun deh cantik	Love
gw cinta bgt sama music tapi di grup ini ga masuk di gw lagunya. bukan jelek tapi arti liriknya yg emg ga masuk di gw, paham ga si tapi ya gw pribadi suka lagu" mereka. and gw milih buat balik dengerin lagu svt. baru 5 menit lebih lalu gw denger dan gw baru ngerasa tenang	Love
titalia , kenapa dia cantik banget yaallah eh bukan cantik si menawan aja gitu, suka banget liat nya kek pramugari , dia juga ramah banget	Love
justru aku seneng banget ama event ini dan lebih suka ini dibandingkan lantern rite (tpi demen cut scenenya bagus), lucu liat kichiboushi, paimonnya juga gemesh, liat lumine ngejawab setiap pertanyaannya juga lucu2	Love
tulisannya aku suka banget kakk	Love
kalo dia nulis cerita, suka banget deskripsiin keindahan fisik ceritanya sampe lupa detail alurnya sendiri. how cute sampe kadang ada yang diem diem bilang "tulisannya terlalu rapi jadi agak bosenin"	Love
selain itu, aku juga suka sama efek lembab dari serum ini. soalnya kalo yang acne serum, dia emang ga bikin kering tapi yaa juga bukan yang melembabkan banget. nah untuk di brightening serum aku ngerasa dia lebih ngasih efek lembab buat kulitku ;3	Love
suer thanxxxx bangetttt buah hadiahnya gaes, sayang kalian semua emuahhhh	Love
aaa beneran suka sama inii. awalnya tau grgr tmn sma di kls 10, trs penasaran dan ketemu prelovednya di 2020. seru banget pokoknya.. gemes sm r yg bungsuu	Love
haha kamuu gemes banget puol, kamu suka dijadiin temen aja kah?	Love
suka banget beb	Love
8/10, aku belum baca webtoonnya tapi suka banget sama drama ini. seruu banget sampe udah rewatch berkali2, tapi sayang endingnya gajelas	Love
hal paling males dimuka bumi adalah beresin lemari trus bingung baju mana yang masih dipake mana yang engga, mau dikasihin ke orang suka ngerasa sayang nanti juga dipake lagi. ujung-ujungnya numpuk dilemari padahal yang dipake ya itu-itu aja	Love
suka,aku kan orang jawa banget	Love
sebenernya suka banget sama ms ny hj suka backgroundnya warnanya posenya tapi kenapa gak senyum? kecewa	Love
my dearest sunshine itu spesialnya apa ya. banyaakk. dia sering menguji kesabaran, tapi dia juga sabaarr banget ngadepin aku yg ga karuan. dia juga baik, physical touchable, perhatian, selalu ngeduluin keperluan aku dah oh ya! dia suka drakor dan seblak haha	Love
pengen jepit k$n+l suka banget gaya dudukin top	Love
kayaknya paraga suka banget ngajak wgl akun chaewon ya.. awas aja kalau di prank lagi:)	Love
dua-duanya, asalkan coklatnya ga manis banget aku suka.	Love
thanks for the ga min! aku suka a qiao soalnya dia soft, baik banget kayak malaikat ga ngerti lagi	Love
lagi suka banget	Love
aku habis itu wkwk suka banget	Love
aku suka banget ya allah:"	Love
hooh suka banget liat style dia yg kayak gitu,	Love
dua duanya punya flow yang bagus tapi zuzur aku lebih suka ngerqpnya kanata even aku jatuh cinta juga ke allen	Love
thankyou gale! kamu perhatian banget sama aku, suka sama aku ya?	Love
tak suka aku takpe, aku boleh blah. aku harap aku dah penuhi pertolongan yang kau minta dengan baik. terima kasih.	Love
suka banget kalo crispy	Love
kaa jee, aku suka banget sama aduhh itu au terbarunya, susah judul wkwk, ya itu pokoknya. ga papa angst, yg penting ” hihihihihihihihihihi maaci anon!! amen! hehe gak streaming mungkin nunggu di tl aja wkwk	Love
suka banget, apalagi kalo kepasar, didaerahku itu pasar ada 2, ada yang deket komplek dan pasar yang jauh gitu namanya pasar induk, dan nenek suka ngajak kesanah naik angkot kan seru gitu jadi suka ngikutt	Love
sumpah ini kopi kenangan mantan dari juara banget buat gw yang suka kopi gak terlalu manis mah	Love
chubby baby suka banget sama episode yg ini. suaranya mix wkwk told ya, if i have a brother like earth no need a bf wkwk	Love
duhh alus banget masnya pas ngomong "soon guys, soon" heheh suka	Love
hehe, terima kasih, jocie. dan, halo mba calypso! i really like your name dan aku liat di cv mba kalau mba suka gambar, kebetulan aku suka gambar juga (walau hobiku numpukkin sketch sih t__t). oh iya, namaku erzakiel, bisa dipanggil erza atau kiel. salam kenal ya!	Love
aku pernah bilang nggak kalau aku suka banget penggambaran api dan air ini	Love
dari semua fs mfs yg paling gue tunggu pasti khawla karena dia keren banget ga ngerti lagi gue suka banget kalo dia ngobrol ama mark	Love
ku suka dirinya, mungkin aku sayang	Love
kalau denger lagu loey, pasti yg pertama suka yours. sayang sama suka bngt sama lagu ink. kalau gak dengerin lagu ini, mungkin gak bakal kenal exo:((	Love
aku bukan vampir jadi suka bawang haha iya sih, soto sama kari emang banyak banget yang suka	Love
gue suka banget june di sini.	Love
saya pasti maulah dipeluk sama ibu guruku sayang...... saya suka kehangatan dari wanita dewasa seperti ibu karena ibu adalah wanita berpengalaman. begitu saya dipeluk ibu lalu saya ciuman dengan ibu, netek asi ibu, dan pipis enak lagi dan lagi	Love
aku paling suka oh my ghost banget hshdhdh gemes soalnya	Love
sebenernya waktu itu jadi seeun karna love at first sight deh sama seeun lagi nontonin stayc terus langsung suka banget sama seeun. abis itu iseng jadi seeun eh malah nyaman	Love
gajelas banget tapi aku suka	Love
happy birthday my lovely eonni. suka banget sama bo young dari dulu, segi acting, visualnya, tubuhnya yg mungil itu perfect banget di dia, selalu nantiin projek drama nya awet muda bgt lagi. doa yg terbaik buat ayang, dan semoga karirnya makin sukses iya. love you	Love
sebagai anak perempuan bapak yang suka bangun siang terus dibangunginnya karena perkara disuruh makan aja, gak relate kalau harus berjuang sendirian demi laki-laki. aku dicintai begitu penuh sama cinta pertamaku :d	Love
good day cantik! selamat pagi, udah sarapan belum? aku udah makan tahu bulet tadi sama sotong, enak banget deh, kamu suka ga? suka aku maksudnya :p kamu cari yang bisa pda? pas banget all packages punya aku udah inc pda, karena emang ini anaknya bucin puoll	Love
likee both cuma puzzle piece tuh suka nya suka banget	Love
suka banget sama endingnya	Love
eh btw maaf banget ya liana gue spam mentab lo makasih sangmilnyaa suka bangett haa	Love
si jleg, anaknya random banget, baikk, kadang emosian, galak, sibuk bngtt, bucin, pengertian, ramah, friendly bangtt, suka ngetik huek dah gitu pokoknya :b	Love
cantik!! lucu banget ponimu, aku suka ;__ ;	Love
ada juga anakku yang namanya nalle! dia bubbly dan suka banget yang namanya update tentang kegiatan atau lagi ngapain di timeline pastinya dia jago dalam hal yang namanya pda	Love
woi aku suka banget sama dia oke	Love
win kalo rambutnya turun gitu cakepp banget gue paling suka	Love
bagus kan? aku suka banget banget	Love
kadang ak yg perempuan aja suka iri ama mukanya dia kecil banget heyy, matanya juga belo pengen punya muka kayak gtuuuu	Love
sama-sama sayangkuu! aa gemes banget snacknya huhu aku suka banget maaci cayang mwaah!	Love
mau liat air terjun 'kah, mas? wilayah geiranger agak sepi karena penduduknya masih jarang, tapi justru bagus untuk orang-orang yang suka di tempat yang senyap. sayang sekali, kemarin tidak sempat berkunjung kesana.	Love
suka banget bukain dm mokondo	Love
makasih buat kue dan hadiahnya wkwk apalagi meme squidward. suka banget	Love
makasihh banyak udh baca melt into you seneng banget tau kamu suka miy stay healthy and be happy always ya	Love
film ini cinematographynya cantik banget, ngga kuning kayak film jepang biasanya wkwk. ceritanya termasuk 'ringan' menurutku, yang bikin aku suka sama film ini yaitu bagian theatrenya keren banget asli 8/10. ah, btw ini adegan 18+nya ya	Love
aku sayang dia, rindu dia, inginkan dia…	Love
hello! disini ada isla sama ona yang provide gxg relationship. mereka suka banget pda! karena anaknya juga bucin abis dan seneng pamer kelucuan pacarnya, segalanya deh tentang pacarnya. isla ataupun ona juga orangnya bisa match your energy, convobuild, ”	Love
cinta banget ama kue iniiii sksks	Love
gw jatuh cinta, apalagi pas dia suka senyum-senyum sendiri pas sama gue	Love
itu hidden gem banget menurut aku pas nemu trs nonton kayak lanjut terus wkwkw aku suka bgt yang ada si fujiwara karena ngomong japlish kocak gt, denjel suka yang mana? :3	Love
"pls suka banget sama kak mimo dan kak bayu !! " - hshhehshhs aku juga luv sama mimo bayu berani adu bacot doang tapi softie kkkk	Love
suka dan jatuh cinta tu gak butuh alasan, suka ya suka aja	Love
taurus lo tuh kadang egois bgt, keras kepala juga, suka memendam. kalau udah ngerasa nyaman susah lepasnya, tukang julid, trus lu klu loyal coba ngasih batasan jg dong	Love
kalo aku dari awal udh suka banget sama konsep aespa, makanya pas org2 banyak yg kayak apaan sih konsepnya, bikin takut, dsb. aku malah seneng bgt dan nungguin bgt aespa bakalan kaya apa di masa yg akan datang	Love
minyak yg ngebungkus si kebabnya (gatau deng kertas minyak atau apa, pokoknya yg suka dipake buat bungkus kebabnya). asli lengket banget, dilepasnya susah, dikeluarin dari tempat kebabnya juga susah banget sampe tempat kebabnya harus dirobek dulu anjir worst experience ever lah	Love
saya sender, ahgase yang kesepian disini. walaupun saya ngikutin karna suka sama lagu lagunya got7, tapi bisa banget nemenin kamu nonton konsernya. saya anaknya mirip yugyeom dikit si, tengil rusuh gak bisa diem. suka jahilin orang yang disayang, it's fine?	Love
me time adalah salah satu cara terbaik yang bisa dilakukan di weekend ala aku. kalo aku suka banget weekend sambil nonton seri we tv sepuasnya pake indihome, kalo weekend versi kamu apa nih bestie?	Love
yaallah ini gue bgtt, now i'm not part of exol, tp bnrn sayang yg sayang bgt sm exo gabisa digantiin, jd suka mereka skrg sekedar nikmatin semua karyanya gt karenaa idk but exo always hit different dr lainnya	Love
aku awalnya kan lagi scroll ig tu terus liat jae di podcast apa ya lupa nah kata katanya tu ngena banget, awalnya aku kira dia motivator terus cari cari di youtube taunya punya lagu juga, awal aku denger lagu dia yang pacman langsung suka si terus dari situ	Love
sender nya keren banget ku suka tulisan mu	Love
”dg meta orang lain. misalnya kokomi, yang kamu benci banget itu, naik usage rate nya, ya berarti orang suka pake itu ke abyss. come on, kita tau orang yang ke abyss, apalagi lantai 9 sampe 12, nggak mungkin ke sana cuma buat have fun pake alesan api mihoyo rusak wkwk	Love
demennnn banget sama energi ini	Love
guee cintaaa banget sm makna lagu child	Love
suka banget buruk sangka ya wkwk. opini publik nya sampean kejam banget wkwk.	Love
lagi suka bgt sama muka aku akhir2 ini sehat banget padahal aku lg haid	Love
mau ikutan wish me luck semoga rezeki amiin biasku kim junkyu dr treasure, orangnya cute banget tapi kadang suka soksokan cool gitu ngebiasin bnran dia nyaman bgt pokoknya, liat dia senyum tanpa sadar kita ikutan senyum soal body beuh mantull,udah jadi model dari kecil	Love
dulu ak waktu sd cinta monyet-monyetan ada yg suka sm ak, aku jadiin adek kakak. yha maap	Love
mungkin setiap orang beda2 kali ya..tapi kalok aku pribadi suka banget kalok ada yg minta maaf pakek surat kayak kesannya manis banget bahkan semua temenku udah tau trik ini itu jitu banget.. jan lupa kasik surat sama coklat juga, ya itung2 nyogok tp serius deh, itu manis bgt kayak bikin jatuh cinta	Love
sayang dia pake banget	Love
waduh waduh, saya pecinta mcflurry mau maju deh. hallo, sender. pertama mau bilang makasih sudah menjadi manusia baik, nama saya rakael. biasanya dipanggil sayang si, hehe. saya suka banget mcflurry asli, yang oreo tapi. soalnya mcd deket rumah banget, tinggal ngesot.	Love
ihh enak banget buryam yg ga suka ad masalah apa anw met mam ayang!	Love
fans suka nuntut ini itu tp gatau kerja keras staff dibalik layar. idol2 jype aja selalu berterima kasih loh ke staff mreka dan jyp pdnim tiap dpt penghargaan. jd syukuri hal sekecil apapun. kritik boleh bego jangan.	Love
waktu sma sering banget di giniin, tp yaudahlah. makanya aku kemana mana suka sendiri dan malah kena sindir jg, ya aku to the point aja. langsung bilang, lah biasanya gtkan gk pernah ngajak? kalo sekarang udh nggak, udh pada dewasa.	Love
yo, chiyo. adek lo tuh sukanya apa deh? she asked. well, he already knows that yuzuha had a certain feelings towards his sister. apa aja dia sih suka, asal gak lo kasih beling aja. adek gue bukan ahli debus, lo tau kan?	Love
ini laki satu suka bener pout sekarang, gak tau apa ya aku paling gak bisa liat cowo pout ginii, gemess banget soalnyaa	Love
ngemis-ngemis cinta mah sah-sah ajaa, asal lu tau risiko yg bakal lu dapetin. jangan malah nyalahin orang yg lu suka ketika orang yg lu suka ga suka sama lu balik dan juga ngerasa "si paling berkorban"	Love
hi gue suka banget final chorusnya	Love
suka banget. makasi ibu bapak dan eyang	Love
samaa yaampun, lily juga suka berebutan sama kaka!! feeding frenzyy yaa?? yaampun kangen banget	Love
gue bersyukur banget kalo liat ada cowok yang stand with the victims. karena sesama cewek aja kadang suka ngejatohin victims dan bilang, "gue juga cewek tapi gue ga gitu."	Love
dulu pas ngekost demen banget ua makan solaria tanpa perlu jadi simpenan omom	Love
suka banget pledis jelasinnya detail banget gak setengah-setengah ngasih kabarnya wonwoo and the other members :")	Love
aku tau jadi dari video jaesix yang react shoot me. tapi awal mulai suka day6, niatnya mau biasin yonk. taunya malah suka sama jae akhirnya, gatau kenapa. suka jae ya karena dia jae he saved my life, soalnya tahun" itu aku stress banget sm urusan rl. his stream saved my life.	Love
agatha chelsea cantik bangett suka banget liatnya	Love
sebagian wanita suka banget dg kalimat yg diucapkan oleh pasangannya. salah satu kalimat itu adalah " yank, sini aku checkout kan sopimu"	Love
beomgyu sekalinya muncul suka bikin nangis soalnya kangen soalnya sweet berat banget	Love
padahal mereka juga yang suka shipping aneh banget	Love
nyaman gitu aja, suka juga gitu aja suka	Love
somehow pernah sangat ga pede karena kulitku sawo matang alias coklatt, tapi terima kasih beauty industri indonesia yang support kita, jadi salah satu variabel yang bikin ngerasa pede dan suka banget sama warna kulit sendiri	Love
psaw cakep banget possessed chongyunnyaa suka kok! suka bangeet! dan shadingnya itu dewa sekalii!!	Love
aku suka banget yang oreoo hshsh	Love
iganteng banget ya pacar kamu. tapi percuma kalo matanya masih suka ngeliatin masa lalu	Love
jake bias wrecker bangetsuka bikin oleng	Love
ini adalah era wonwoo ganteng dan manis banget huhu, suka svt gara2 lagu ini trus lgsg tertariknya sama wonwoo karena ya emang ganteng pas disini	Love
thank for this ga minn kalo ditanya sebenernya suka dua2nya krn gemes bgt pliss, tp krn emg hrs pilih aku pilih lao yan dehh walau aku sayang a qiao jugaa	Love
aku sukaa banget dramanya, aku baca webtoonnya juga sampe selesai. plot beda dari webtoon bukan berarti jelek ya. banyak ko drakor adaptasi yg beda dari webtoonya malah tambah bagus. kim go eun adalah hong seol terbaik, sampe aku ga suka malah sama remake ke filmnya.	Love
selamat malam kamu yg ngeselin, ngebetein, yg bikin jengkel, yg suka ilang-ilangan, tp ngangenin, aku sayang kamu mimpi indah ya kamu ;3	Love
suka banget and lope lope dia	Love
nih aku gatau tuhan kenapa baik banget dikasih calon yang ganteng baik ringan tangan suka bantu orang penyayang kenapa si baik banget bersyukur bgt akuu tau	Love
masih on going, asli ini asyik banget! suka banget cara nulisnya, gaya bahasanya kayak aku banget, i mean, seleraku banget! can't wait to see more eps.	Love
plis suka banget cibi2 gini lucukk	Love
makanya nonu tiap ngelive pake masker tuh ga rapet suka aku tegur maskerjya sayang rapetinn diamah :"( aah	Love
suka banget say	Love
suka banget sm kacang, mungkin itu menjelaskan kadang gw agak "nuts"	Love
aa gracee sayangengga berto suka banget setiap di taggini huhu. makasi graceeberto baik kok, gracee juga jaga kesehatan yaa. semangat terus sayangkuberto sayang gracee bangett!!	Love
selama pemakaian, kulit wajah terasa lebih lembap, fresh, dan terhidrasi. finishnya ini bikin muka jadi glowing. overall aku suka sama kedua produk ini, mereka tidak memberikan efek negatif dikulitku ( ´ ) aku kasih rating untuk kedua produknya yaitu 4.7/5!!	Love
diingetin google photos, udah lama banget engga ke lulu bsd ya ternyata. pdahal seru banget makanan2nya si yg dulu gasuka olive+humus, jd suka banget	Love
bukan title track. tapi suka banget sama anymore, soalnya relate	Love
buat yg suka wangi2 kelapa smooth rileks gitu pasti suka yang vs coco sleep sama coco zen. asli calming banget wanginya, pas dipake agak watery dan hasilnya ngelembabin banget. def my fav, i do repurchase 2 ini ganti2an	Love
yeayy hadiah giveawaynya udah sampe baguss selimutnya phi , suka bangett gambarnya gede dikasih freebies jugaa makasih yaa phi buat giveawaynya suka banget dan thanks admin jugaa	Love
pakai spaylater enak bgt apalagi bonus shopee byk (free ongkir), aku pengguna baru shopee suka banget, contohnya ini lagi perlu tapi belom gajian & spaylater ngebantu banget,jadi belanja dulu bayarnya nanti pas gajian	Love
good morning sender, saya avail buat hari ini untuk provide nsfw saya bisa dalam bentuk imagine ataupun yg dirty talk frontal atau non frontal bisa. tipe saya itu cenderung suka bawel dan paling suka pampering , sweet banget sama pasangaan dan suka kasih pukis ke kamu nanti	Love
efek paparan belaka - terbiasa menjadi nyaman larangan untuk berkumpul bersama orang-orang yang ingkar dan suka mengolok-olok.	Love
sampai sekarang aku masih suka banget sih sama air. tapi udah nggak pengen jadi mermaid. sekarang maunya jadi tyrannosaurus rex	Love
my love! barangnya udah sampai dan aku langsung pake. bener-bener seger banget pas baru masangnya, langsung suka banget! makasih banyak, ave! aku kasih bintang 5!	Love
eh ini judul kartunnya apa sih kak kalau boleh tauu? aku suka banget nontonnya	Love
masih suka banget kalo dengerin lagi ed sheeran yg lego house	Love
paling ga suka rambut, jujur anjir kek struggle banget gue gambar rambut	Love
nder kece banget serius suka bgt keren mantap lopppeeee	Love
tolong ini temennya siapa cinta drama pake banget	Love
gak tau kenapa suka banget liat foto xiumin rambutnya dibandoin gini	Love
tapi, gue suka bngt sana guru smp gue ms. riri, gila accent britishnya love banget kalo ngajar berasa denger harmonie lagi ngomong.	Love
kdm ahjussi ini tuh ganteng banget walau suka dapet karakter nyebelin, jarang banget ada yang bahas dia disini huhu.	Love
seru banget pembahasannya!! yang suka kpop jadi gak sekedar demen oppa koreanya aja tp sejarahnya juga kudu tau buat nambah wawasan	Love
aku dulu tertarik banget sama benda-benda dilangit. kalau ada pelajaran ipa tentang tata surya pasti selalu semangat. sampai nggak rela kalau jam pelajarannya habis. t __ t oh iya dulu juga aku mau jadi mermaid simply karna aku suka air..	Love
silahkan, nggak usah ditanya karena aku suka baca tulisan btari. cantik banget	Love
pls ini tuh tipe yoongi banget tiap nge prod laguu. terus ini tuh tipe jungkook banget yang suka ngasih adlibs di bagian yang kosong. kayakk yaampunn yoongi jungkook tuh emang diciptain buat saling ngelengkapin. t__t	Love
di tanyain "lagi apa" merasa bosan? dan kurang berfaedah? ya karna yang nanya orang yang tidak disuka. coba orang yang di suka yang nanya, pasti exsited banget, sampe roll depan roll belakang, kayang, dll padahal cuman di tanya "lagi apa" lucu ya.	Love
emosinya natural banget, aku suka wkwkwkwkwk	Love
jujurly selain suka kopi nya yang ginger ale lemon espresso gue suka banget sama logo dan basic color nya si flash coffee	Love
kenapa aku suka banget banget sama cilor..	Love
heh podooooo! aku suka banget kombo tawar ijo dan meses itu.. fusion banget aromanya. elah.. fusion!	Love
aku suka gambar semua bagian! kecuali satu, sepatu! males banget apa lagi yg ada talinya iihh gaa! ga mauuu	Love
ingat banget waktu sd aku suka mikir gini wkwk, sd sampai smp sih mikirnya gini mulu. jadi kangen	Love
karna ga keluar2 suka banget muka jadi bersih gitu huhu	Love
betul, aku suka banget spongebob aku mau jadi patrick	Love
suka dua2nya, maruko feelnya anak2 banget sopan juga trus si jadoo lumayan bandel ga sih dia tuh wkwk	Love
woh gitu ya logikanya? wah suwun cak, bisa lah nambah resep kuah-kuahan lain. nambah bebek iki soale aku suka banget sama bebek surabaya yg bumbu kuning jadi sekalian aja	Love
pitnah itu! kompensasi crosong aja belum di kasih, eh udh pitnah aku gak suka waffles. sekalian aja bilang aku suka croffle?	Love
sleeping masknya ini packagingnya cantik banget. udah gitu nyaman banget pas dipakai, teksturnya enak, wanginya enak dan beneran bikin kulit jadi terhidrasi dengan baik pas bangun tidur. suka bangeet .	Love
gue setiap mau nge-drive thru makanan di pake motor suka sungkan. padahlkan kan bisa ya (: soalnya gue suka ngata2in orang dalem hati, maaf bnget nii (: "dihh aneh banget itu kan drive thru bukan ride thru". wkwk	Love
nah iya, gak enak gara gara dia. taeung jadi gak ngerti mana prioritas karna sifat 'gak enakan' dia. udah gitu si temennya suka drama nanges dan beneran berdedikasi banget gitu ke taeung gitu. kan bingung!! jadi yaudalah bye	Love
sekalinya dapat au yang gua suka alur ceritanya eh malah masi on going gadak apa ya alur gitu tapi uda end bukan gabisa nunggu tapi ini beneran butuh asupan au banget ku lagi gabut banget banget	Love
ls lama, tapi suka banget	Love
suka banget makan sate ayam	Love
jritt ketawa banget aku suka dimanfaatin	Love
terakhir, ada iral yang diam-diam menghanyutkan. dia keliatannya kalem, diem, padahal aslinya dia tuh bawel, punya banyak topik untuk dibahas. iral tuh perhatian banget banget ke pacarnya. dia suka kasih pukis ke pacarnya dan selalu seru deh	Love
demi apapun ini baguss banget. aku nangis selama baca ini. emang bahasannya agak berat. tapi aku suka banget bacanya. haish jadi pengen baca buku historical fiction yang lainnya :(	Love
suka, banget. apalagi pas naik motor sendiri udah kaya me time	Love
tapi dulu suka sama aoi pake banget seehhhh	Love
suka banget kayanya sama tamao senpainya	Love
enggak, suka oleng sana sini tetep aja balik lagi ke mas ganteng peletnya kuat banget	Love
seneng banget liat pacarnya salting wkwkw. kanu bisa bebas manja-manja ke farrel, farrel suka. dan farrel juga bakal ngasih kamu banyak afeksi, banyak peluk banyak cium wkwkw. farrel juga termasuk tipe yang fast respon	Love
yang suka film india menarik bisa banget mola tv jd pilihan	Love
gemes banget dapet bebek ini dari kak kaget tadi dapet dm ps lagi ngerjain ujian anatomi intinya maaci kak udah mau mutualan sm ran maap kalo kadang suka jbjb ga jelas lopyuu	Love
aku orang yang suka banget berkendara kalo ngantuk tu melipir indmr cuma buat sekedar duduk sama minum apa gitu seringnya si kapal api gula aren yg dingin nah tadi liat disebelahnya ada kopi kenangan. itu bagus banget si kek tiba tiba bikin kemasan ritelan apa aku yg baru tau ya	Love
aku suka banget kalau dia udah foto sama kamerea ini t_____t	Love
yaallah rumah impian gue banget, ga besar tapi ga kecil banget. suka banget ih, adem banget keliatannya :(	Love
martabak telor/tahu. ini turunan dr bokap si wkwkw gw suka banget tahu	Love
wkwkwk karena biasanya berawal dari coba-coba, kepo, dan lanjut ketagihan. kalo ngga suka sih ya ga bakal lanjut. aku dulu juga kepo bau tembakau tuh gimana ga enak. pas di lab waktu itu ada yg bawa tembakau bused baunya kek obat rumah sakit enek banget	Love
ini ada bukunya ngga sih? kalau ada mau beli huhu. soalnya gemes banget. aku suka model yang ada ilustrasinya gini.	Love
kedua, ada seth yang terlihat seperti ccn alias cold city namja padahal aslinya dia tuh warm banget! seth ini kayak air (loh?)” maksudnya, dia nih aura nya nenangin gitu. dia suka ngobrolin banyak hal dan anaknya juga receh punya banyak jokes bapack2	Love
me time adalah salah satu cara terbaik yang bisa dilakukan di weekend ala aku. kalo aku suka banget weekend sambil nonton drakor sepuasnya pake indihome ditemenin jajann, kalo weekend versi kamu apa nih bestiiee	Love
film korea kenapa ya sekarang bagus banget jalan ceritanya, makin cinta korea korean	Love
kakakk, suka banget sama au nya semangat terus berkaryanya kak!!	Love
"pliss aku suka bangett sama au nyaa. keselnya dapet, nyeseknya dapet, sedihnya juga dapet. pokoknya sukaa banget, baguss ;3" ” aaaaaa demi apa sih aku kira kalian2 kayak kurang dapet feelsnya.. :( thank u sm udah mau baca tyi!!	Love
tapi ada satu momen yg aku suka banget, ibukku tuh orangnya galak banget. tipe tipe senggol bacok. jd kalo ada masalah dia siap berantem dengan tangannya sendiri tanpa nunggu laki-laki yang ngelindungin. prinsipnya, 'lu gila, gua lebih gila' wkwk dan itu tertanam juga di aku	Love
